Time (UTC),Plays
8/12/2019 00:00:00,218
8/13/2019 00:00:00,524
8/14/2019 00:00:00,219
8/15/2019 00:00:00,143
8/16/2019 00:00:00,150
8/17/2019 00:00:00,61
8/18/2019 00:00:00,61
8/19/2019 00:00:00,97
8/20/2019 00:00:00,66
8/21/2019 00:00:00,92
8/22/2019 00:00:00,68
8/23/2019 00:00:00,75
8/24/2019 00:00:00,56
8/25/2019 00:00:00,41
8/26/2019 00:00:00,85
8/27/2019 00:00:00,87
8/28/2019 00:00:00,79
8/29/2019 00:00:00,71
8/30/2019 00:00:00,62
8/31/2019 00:00:00,48
9/1/2019 00:00:00,37
9/2/2019 00:00:00,67
9/3/2019 00:00:00,58
9/4/2019 00:00:00,56
9/5/2019 00:00:00,41
9/6/2019 00:00:00,40
9/7/2019 00:00:00,23
9/8/2019 00:00:00,12
9/9/2019 00:00:00,31
9/10/2019 00:00:00,19
9/11/2019 00:00:00,45
9/12/2019 00:00:00,29
9/13/2019 00:00:00,29
9/14/2019 00:00:00,19
9/15/2019 00:00:00,12
9/16/2019 00:00:00,40
9/17/2019 00:00:00,48
9/18/2019 00:00:00,37
9/19/2019 00:00:00,32
9/20/2019 00:00:00,31
9/21/2019 00:00:00,20
9/22/2019 00:00:00,23
9/23/2019 00:00:00,33
9/24/2019 00:00:00,33
9/25/2019 00:00:00,26
9/26/2019 00:00:00,26
9/27/2019 00:00:00,30
9/28/2019 00:00:00,18
9/29/2019 00:00:00,22
9/30/2019 00:00:00,25
10/1/2019 00:00:00,28
10/2/2019 00:00:00,26
10/3/2019 00:00:00,39
10/4/2019 00:00:00,37
10/5/2019 00:00:00,15
10/6/2019 00:00:00,19
10/7/2019 00:00:00,30
10/8/2019 00:00:00,42
10/9/2019 00:00:00,33
10/10/2019 00:00:00,23
10/11/2019 00:00:00,31
10/12/2019 00:00:00,19
10/13/2019 00:00:00,17
10/14/2019 00:00:00,23
10/15/2019 00:00:00,20
10/16/2019 00:00:00,33
10/17/2019 00:00:00,33
10/18/2019 00:00:00,17
10/19/2019 00:00:00,12
10/20/2019 00:00:00,10
10/21/2019 00:00:00,37
10/22/2019 00:00:00,41
10/23/2019 00:00:00,44
10/24/2019 00:00:00,26
10/25/2019 00:00:00,46
10/26/2019 00:00:00,30
10/27/2019 00:00:00,26
10/28/2019 00:00:00,38
10/29/2019 00:00:00,42
10/30/2019 00:00:00,27
10/31/2019 00:00:00,24
11/1/2019 00:00:00,20
11/2/2019 00:00:00,18
11/3/2019 00:00:00,15
11/4/2019 00:00:00,29
