Time (UTC),Plays
5/16/2019 00:00:00,543
5/23/2019 00:00:00,418
5/30/2019 00:00:00,256
6/6/2019 00:00:00,119
6/13/2019 00:00:00,82
6/20/2019 00:00:00,62
6/27/2019 00:00:00,73
7/4/2019 00:00:00,65
7/11/2019 00:00:00,48
7/18/2019 00:00:00,41
7/25/2019 00:00:00,57
8/1/2019 00:00:00,59
8/8/2019 00:00:00,51
8/15/2019 00:00:00,60
8/22/2019 00:00:00,53
8/29/2019 00:00:00,47
9/5/2019 00:00:00,50
9/12/2019 00:00:00,42
9/19/2019 00:00:00,43
9/26/2019 00:00:00,54
10/3/2019 00:00:00,64
10/10/2019 00:00:00,50
10/17/2019 00:00:00,44
10/24/2019 00:00:00,73
10/31/2019 00:00:00,54
11/7/2019 00:00:00,53
11/14/2019 00:00:00,52
11/21/2019 00:00:00,47
11/28/2019 00:00:00,41
12/5/2019 00:00:00,33
12/12/2019 00:00:00,41
12/19/2019 00:00:00,34
12/26/2019 00:00:00,29
1/2/2020 00:00:00,22
1/9/2020 00:00:00,28
1/16/2020 00:00:00,42
1/23/2020 00:00:00,33
1/30/2020 00:00:00,56
2/6/2020 00:00:00,55
2/13/2020 00:00:00,39
2/20/2020 00:00:00,29
2/27/2020 00:00:00,66
3/5/2020 00:00:00,22
3/12/2020 00:00:00,35
3/19/2020 00:00:00,31
3/26/2020 00:00:00,21
4/2/2020 00:00:00,30
4/9/2020 00:00:00,23
4/16/2020 00:00:00,40
4/23/2020 00:00:00,30
4/30/2020 00:00:00,22
5/7/2020 00:00:00,18
