Time (UTC),Plays
4/8/2019 00:00:00,1
4/9/2019 00:00:00,294
4/10/2019 00:00:00,93
4/11/2019 00:00:00,53
4/12/2019 00:00:00,40
4/13/2019 00:00:00,33
4/14/2019 00:00:00,34
4/15/2019 00:00:00,34
4/16/2019 00:00:00,22
4/17/2019 00:00:00,23
4/18/2019 00:00:00,23
4/19/2019 00:00:00,18
4/20/2019 00:00:00,18
4/21/2019 00:00:00,18
4/22/2019 00:00:00,27
4/23/2019 00:00:00,32
4/24/2019 00:00:00,22
4/25/2019 00:00:00,10
4/26/2019 00:00:00,10
4/27/2019 00:00:00,14
4/28/2019 00:00:00,6
4/29/2019 00:00:00,15
4/30/2019 00:00:00,20
5/1/2019 00:00:00,8
5/2/2019 00:00:00,6
5/3/2019 00:00:00,13
5/4/2019 00:00:00,8
5/5/2019 00:00:00,9
5/6/2019 00:00:00,16
5/7/2019 00:00:00,9
5/8/2019 00:00:00,10
5/9/2019 00:00:00,9
5/10/2019 00:00:00,5
5/11/2019 00:00:00,8
5/12/2019 00:00:00,6
5/13/2019 00:00:00,6
5/14/2019 00:00:00,11
5/15/2019 00:00:00,11
5/16/2019 00:00:00,13
5/17/2019 00:00:00,6
5/18/2019 00:00:00,4
5/19/2019 00:00:00,3
5/20/2019 00:00:00,6
5/21/2019 00:00:00,8
5/22/2019 00:00:00,5
5/23/2019 00:00:00,12
5/24/2019 00:00:00,9
5/25/2019 00:00:00,12
5/26/2019 00:00:00,13
5/27/2019 00:00:00,16
5/28/2019 00:00:00,16
5/29/2019 00:00:00,23
5/30/2019 00:00:00,31
5/31/2019 00:00:00,17
6/1/2019 00:00:00,14
6/2/2019 00:00:00,14
6/3/2019 00:00:00,15
6/4/2019 00:00:00,3
6/5/2019 00:00:00,18
6/6/2019 00:00:00,19
6/7/2019 00:00:00,20
6/8/2019 00:00:00,7
6/9/2019 00:00:00,7
6/10/2019 00:00:00,15
6/11/2019 00:00:00,20
6/12/2019 00:00:00,14
6/13/2019 00:00:00,17
6/14/2019 00:00:00,23
6/15/2019 00:00:00,4
6/16/2019 00:00:00,4
6/17/2019 00:00:00,13
6/18/2019 00:00:00,8
6/19/2019 00:00:00,11
6/20/2019 00:00:00,10
6/21/2019 00:00:00,12
6/22/2019 00:00:00,10
6/23/2019 00:00:00,4
6/24/2019 00:00:00,14
6/25/2019 00:00:00,17
6/26/2019 00:00:00,6
6/27/2019 00:00:00,3
6/28/2019 00:00:00,13
6/29/2019 00:00:00,14
6/30/2019 00:00:00,10
7/1/2019 00:00:00,16
7/2/2019 00:00:00,9
7/3/2019 00:00:00,12
7/4/2019 00:00:00,15
7/5/2019 00:00:00,17
7/6/2019 00:00:00,2
7/7/2019 00:00:00,8
7/8/2019 00:00:00,8
7/9/2019 00:00:00,12
7/10/2019 00:00:00,11
7/11/2019 00:00:00,8
7/12/2019 00:00:00,7
7/13/2019 00:00:00,7
7/14/2019 00:00:00,5
7/15/2019 00:00:00,2
7/16/2019 00:00:00,13
7/17/2019 00:00:00,7
7/18/2019 00:00:00,10
7/19/2019 00:00:00,11
7/20/2019 00:00:00,2
7/21/2019 00:00:00,2
7/22/2019 00:00:00,4
7/23/2019 00:00:00,11
7/24/2019 00:00:00,10
7/25/2019 00:00:00,7
7/26/2019 00:00:00,7
7/27/2019 00:00:00,7
7/28/2019 00:00:00,4
7/29/2019 00:00:00,12
7/30/2019 00:00:00,6
