Time (UTC),Plays
7/2/2019 00:00:00,562
7/3/2019 00:00:00,213
7/4/2019 00:00:00,111
7/5/2019 00:00:00,88
7/6/2019 00:00:00,54
7/7/2019 00:00:00,45
7/8/2019 00:00:00,55
7/9/2019 00:00:00,62
7/10/2019 00:00:00,51
7/11/2019 00:00:00,38
7/12/2019 00:00:00,40
7/13/2019 00:00:00,30
7/14/2019 00:00:00,13
7/15/2019 00:00:00,30
7/16/2019 00:00:00,31
7/17/2019 00:00:00,30
7/18/2019 00:00:00,17
7/19/2019 00:00:00,12
7/20/2019 00:00:00,11
7/21/2019 00:00:00,11
7/22/2019 00:00:00,13
7/23/2019 00:00:00,20
7/24/2019 00:00:00,22
7/25/2019 00:00:00,14
7/26/2019 00:00:00,21
7/27/2019 00:00:00,15
7/28/2019 00:00:00,9
7/29/2019 00:00:00,18
7/30/2019 00:00:00,19
7/31/2019 00:00:00,32
8/1/2019 00:00:00,24
8/2/2019 00:00:00,16
8/3/2019 00:00:00,16
8/4/2019 00:00:00,8
8/5/2019 00:00:00,23
8/6/2019 00:00:00,24
8/7/2019 00:00:00,17
8/8/2019 00:00:00,11
8/9/2019 00:00:00,17
8/10/2019 00:00:00,10
8/11/2019 00:00:00,13
8/12/2019 00:00:00,11
8/13/2019 00:00:00,16
8/14/2019 00:00:00,14
8/15/2019 00:00:00,22
8/16/2019 00:00:00,20
8/17/2019 00:00:00,13
8/18/2019 00:00:00,9
8/19/2019 00:00:00,17
8/20/2019 00:00:00,6
8/21/2019 00:00:00,18
8/22/2019 00:00:00,17
8/23/2019 00:00:00,11
8/24/2019 00:00:00,17
8/25/2019 00:00:00,9
8/26/2019 00:00:00,17
8/27/2019 00:00:00,28
8/28/2019 00:00:00,12
8/29/2019 00:00:00,13
8/30/2019 00:00:00,16
8/31/2019 00:00:00,13
9/1/2019 00:00:00,9
9/2/2019 00:00:00,22
9/3/2019 00:00:00,11
9/4/2019 00:00:00,12
9/5/2019 00:00:00,13
9/6/2019 00:00:00,10
