Time (UTC),Plays
1/28/2019 00:00:00,76
1/29/2019 00:00:00,74
1/30/2019 00:00:00,33
1/31/2019 00:00:00,13
2/1/2019 00:00:00,10
2/2/2019 00:00:00,5
2/3/2019 00:00:00,11
2/4/2019 00:00:00,15
2/5/2019 00:00:00,14
2/6/2019 00:00:00,9
2/7/2019 00:00:00,8
2/8/2019 00:00:00,9
2/9/2019 00:00:00,11
2/10/2019 00:00:00,12
2/11/2019 00:00:00,13
2/12/2019 00:00:00,12
2/13/2019 00:00:00,13
2/14/2019 00:00:00,16
2/15/2019 00:00:00,13
2/16/2019 00:00:00,13
2/17/2019 00:00:00,12
2/18/2019 00:00:00,10
2/19/2019 00:00:00,15
2/20/2019 00:00:00,24
2/21/2019 00:00:00,18
2/22/2019 00:00:00,15
2/23/2019 00:00:00,8
2/24/2019 00:00:00,13
2/25/2019 00:00:00,18
2/26/2019 00:00:00,7
2/27/2019 00:00:00,10
2/28/2019 00:00:00,10
3/1/2019 00:00:00,5
3/2/2019 00:00:00,4
3/3/2019 00:00:00,7
3/4/2019 00:00:00,8
3/5/2019 00:00:00,4
3/6/2019 00:00:00,8
3/7/2019 00:00:00,11
3/8/2019 00:00:00,5
3/9/2019 00:00:00,3
3/10/2019 00:00:00,1
3/11/2019 00:00:00,8
3/12/2019 00:00:00,4
3/13/2019 00:00:00,10
3/14/2019 00:00:00,5
3/15/2019 00:00:00,16
3/16/2019 00:00:00,4
3/17/2019 00:00:00,4
3/18/2019 00:00:00,5
3/19/2019 00:00:00,7
3/20/2019 00:00:00,9
3/21/2019 00:00:00,10
3/22/2019 00:00:00,3
3/23/2019 00:00:00,5
3/24/2019 00:00:00,3
3/25/2019 00:00:00,6
3/26/2019 00:00:00,4
3/27/2019 00:00:00,8
3/28/2019 00:00:00,14
3/29/2019 00:00:00,12
3/30/2019 00:00:00,1
3/31/2019 00:00:00,0
4/1/2019 00:00:00,8
4/2/2019 00:00:00,8
4/3/2019 00:00:00,13
4/4/2019 00:00:00,7
4/5/2019 00:00:00,4
4/6/2019 00:00:00,1
4/7/2019 00:00:00,6
4/8/2019 00:00:00,7
4/9/2019 00:00:00,5
4/10/2019 00:00:00,17
4/11/2019 00:00:00,7
4/12/2019 00:00:00,4
4/13/2019 00:00:00,7
4/14/2019 00:00:00,4
4/15/2019 00:00:00,9
4/16/2019 00:00:00,7
4/17/2019 00:00:00,10
4/18/2019 00:00:00,6
4/19/2019 00:00:00,2
4/20/2019 00:00:00,6
4/21/2019 00:00:00,6
4/22/2019 00:00:00,17
4/23/2019 00:00:00,21
4/24/2019 00:00:00,5
4/25/2019 00:00:00,8
4/26/2019 00:00:00,7
4/27/2019 00:00:00,6
4/28/2019 00:00:00,5
4/29/2019 00:00:00,6
4/30/2019 00:00:00,11
5/1/2019 00:00:00,4
5/2/2019 00:00:00,6
5/3/2019 00:00:00,5
5/4/2019 00:00:00,3
5/5/2019 00:00:00,3
5/6/2019 00:00:00,7
5/7/2019 00:00:00,3
5/8/2019 00:00:00,3
5/9/2019 00:00:00,6
5/10/2019 00:00:00,8
5/11/2019 00:00:00,5
5/12/2019 00:00:00,2
5/13/2019 00:00:00,4
5/14/2019 00:00:00,8
5/15/2019 00:00:00,10
5/16/2019 00:00:00,8
5/17/2019 00:00:00,6
5/18/2019 00:00:00,4
5/19/2019 00:00:00,5
5/20/2019 00:00:00,10
5/21/2019 00:00:00,11
5/22/2019 00:00:00,6
5/23/2019 00:00:00,4
5/24/2019 00:00:00,3
5/25/2019 00:00:00,6
5/26/2019 00:00:00,28
5/27/2019 00:00:00,35
5/28/2019 00:00:00,33
5/29/2019 00:00:00,33
5/30/2019 00:00:00,30
5/31/2019 00:00:00,32
6/1/2019 00:00:00,12
6/2/2019 00:00:00,12
6/3/2019 00:00:00,14
6/4/2019 00:00:00,23
6/5/2019 00:00:00,24
6/6/2019 00:00:00,34
6/7/2019 00:00:00,34
6/8/2019 00:00:00,12
6/9/2019 00:00:00,9
6/10/2019 00:00:00,16
6/11/2019 00:00:00,14
6/12/2019 00:00:00,14
6/13/2019 00:00:00,18
6/14/2019 00:00:00,17
6/15/2019 00:00:00,6
6/16/2019 00:00:00,10
6/17/2019 00:00:00,10
6/18/2019 00:00:00,6
6/19/2019 00:00:00,6
6/20/2019 00:00:00,6
6/21/2019 00:00:00,6
6/22/2019 00:00:00,10
6/23/2019 00:00:00,1
6/24/2019 00:00:00,12
6/25/2019 00:00:00,10
6/26/2019 00:00:00,10
6/27/2019 00:00:00,18
6/28/2019 00:00:00,15
6/29/2019 00:00:00,15
6/30/2019 00:00:00,5
7/1/2019 00:00:00,8
7/2/2019 00:00:00,15
7/3/2019 00:00:00,10
7/4/2019 00:00:00,13
7/5/2019 00:00:00,9
7/6/2019 00:00:00,9
7/7/2019 00:00:00,5
7/8/2019 00:00:00,7
7/9/2019 00:00:00,11
7/10/2019 00:00:00,11
7/11/2019 00:00:00,13
7/12/2019 00:00:00,8
7/13/2019 00:00:00,5
7/14/2019 00:00:00,7
7/15/2019 00:00:00,10
7/16/2019 00:00:00,13
7/17/2019 00:00:00,9
7/18/2019 00:00:00,12
7/19/2019 00:00:00,5
7/20/2019 00:00:00,7
7/21/2019 00:00:00,3
7/22/2019 00:00:00,8
7/23/2019 00:00:00,7
7/24/2019 00:00:00,13
7/25/2019 00:00:00,16
7/26/2019 00:00:00,14
7/27/2019 00:00:00,12
7/28/2019 00:00:00,7
7/29/2019 00:00:00,8
7/30/2019 00:00:00,16
7/31/2019 00:00:00,16
8/1/2019 00:00:00,19
8/2/2019 00:00:00,16
8/3/2019 00:00:00,11
8/4/2019 00:00:00,16
8/5/2019 00:00:00,18
8/6/2019 00:00:00,15
8/7/2019 00:00:00,19
8/8/2019 00:00:00,20
8/9/2019 00:00:00,10
8/10/2019 00:00:00,9
8/11/2019 00:00:00,9
8/12/2019 00:00:00,12
8/13/2019 00:00:00,15
8/14/2019 00:00:00,20
8/15/2019 00:00:00,14
8/16/2019 00:00:00,12
8/17/2019 00:00:00,9
8/18/2019 00:00:00,8
8/19/2019 00:00:00,7
8/20/2019 00:00:00,9
8/21/2019 00:00:00,11
8/22/2019 00:00:00,23
8/23/2019 00:00:00,14
8/24/2019 00:00:00,8
8/25/2019 00:00:00,5
8/26/2019 00:00:00,19
8/27/2019 00:00:00,20
8/28/2019 00:00:00,19
8/29/2019 00:00:00,12
8/30/2019 00:00:00,10
8/31/2019 00:00:00,15
9/1/2019 00:00:00,9
9/2/2019 00:00:00,19
9/3/2019 00:00:00,17
9/4/2019 00:00:00,22
9/5/2019 00:00:00,23
9/6/2019 00:00:00,13
9/7/2019 00:00:00,6
9/8/2019 00:00:00,2
9/9/2019 00:00:00,7
9/10/2019 00:00:00,18
9/11/2019 00:00:00,12
9/12/2019 00:00:00,11
9/13/2019 00:00:00,20
9/14/2019 00:00:00,8
9/15/2019 00:00:00,5
9/16/2019 00:00:00,19
9/17/2019 00:00:00,21
9/18/2019 00:00:00,23
9/19/2019 00:00:00,15
9/20/2019 00:00:00,18
9/21/2019 00:00:00,3
9/22/2019 00:00:00,14
9/23/2019 00:00:00,10
9/24/2019 00:00:00,12
9/25/2019 00:00:00,14
9/26/2019 00:00:00,15
9/27/2019 00:00:00,17
9/28/2019 00:00:00,13
9/29/2019 00:00:00,8
9/30/2019 00:00:00,5
10/1/2019 00:00:00,7
10/2/2019 00:00:00,11
10/3/2019 00:00:00,14
10/4/2019 00:00:00,14
10/5/2019 00:00:00,10
10/6/2019 00:00:00,13
10/7/2019 00:00:00,9
10/8/2019 00:00:00,33
10/9/2019 00:00:00,26
10/10/2019 00:00:00,11
10/11/2019 00:00:00,11
10/12/2019 00:00:00,7
10/13/2019 00:00:00,4
10/14/2019 00:00:00,5
10/15/2019 00:00:00,14
10/16/2019 00:00:00,23
10/17/2019 00:00:00,19
10/18/2019 00:00:00,12
10/19/2019 00:00:00,7
10/20/2019 00:00:00,5
10/21/2019 00:00:00,16
10/22/2019 00:00:00,15
10/23/2019 00:00:00,17
10/24/2019 00:00:00,24
10/25/2019 00:00:00,22
10/26/2019 00:00:00,11
10/27/2019 00:00:00,5
10/28/2019 00:00:00,15
10/29/2019 00:00:00,20
10/30/2019 00:00:00,26
10/31/2019 00:00:00,11
11/1/2019 00:00:00,10
11/2/2019 00:00:00,10
11/3/2019 00:00:00,12
11/4/2019 00:00:00,20
11/5/2019 00:00:00,23
11/6/2019 00:00:00,16
11/7/2019 00:00:00,31
11/8/2019 00:00:00,20
11/9/2019 00:00:00,17
11/10/2019 00:00:00,11
11/11/2019 00:00:00,19
11/12/2019 00:00:00,21
11/13/2019 00:00:00,17
11/14/2019 00:00:00,9
11/15/2019 00:00:00,13
11/16/2019 00:00:00,9
11/17/2019 00:00:00,5
11/18/2019 00:00:00,12
11/19/2019 00:00:00,23
11/20/2019 00:00:00,12
11/21/2019 00:00:00,19
11/22/2019 00:00:00,13
11/23/2019 00:00:00,13
11/24/2019 00:00:00,9
11/25/2019 00:00:00,7
11/26/2019 00:00:00,18
11/27/2019 00:00:00,8
11/28/2019 00:00:00,16
11/29/2019 00:00:00,11
11/30/2019 00:00:00,3
12/1/2019 00:00:00,4
12/2/2019 00:00:00,9
12/3/2019 00:00:00,12
12/4/2019 00:00:00,16
12/5/2019 00:00:00,17
12/6/2019 00:00:00,10
12/7/2019 00:00:00,9
12/8/2019 00:00:00,6
12/9/2019 00:00:00,11
12/10/2019 00:00:00,12
12/11/2019 00:00:00,15
12/12/2019 00:00:00,11
12/13/2019 00:00:00,12
12/14/2019 00:00:00,13
12/15/2019 00:00:00,5
12/16/2019 00:00:00,4
12/17/2019 00:00:00,15
12/18/2019 00:00:00,9
12/19/2019 00:00:00,19
12/20/2019 00:00:00,4
12/21/2019 00:00:00,8
12/22/2019 00:00:00,7
12/23/2019 00:00:00,8
12/24/2019 00:00:00,9
12/25/2019 00:00:00,4
12/26/2019 00:00:00,11
12/27/2019 00:00:00,11
12/28/2019 00:00:00,12
12/29/2019 00:00:00,5
12/30/2019 00:00:00,13
12/31/2019 00:00:00,4
1/1/2020 00:00:00,3
1/2/2020 00:00:00,18
1/3/2020 00:00:00,11
1/4/2020 00:00:00,8
1/5/2020 00:00:00,14
1/6/2020 00:00:00,27
1/7/2020 00:00:00,9
1/8/2020 00:00:00,20
1/9/2020 00:00:00,4
1/10/2020 00:00:00,25
1/11/2020 00:00:00,9
1/12/2020 00:00:00,4
1/13/2020 00:00:00,14
1/14/2020 00:00:00,13
1/15/2020 00:00:00,13
1/16/2020 00:00:00,21
1/17/2020 00:00:00,15
1/18/2020 00:00:00,5
1/19/2020 00:00:00,3
1/20/2020 00:00:00,9
1/21/2020 00:00:00,13
1/22/2020 00:00:00,20
1/23/2020 00:00:00,15
1/24/2020 00:00:00,16
1/25/2020 00:00:00,6
1/26/2020 00:00:00,7
1/27/2020 00:00:00,15
1/28/2020 00:00:00,15
1/29/2020 00:00:00,13
1/30/2020 00:00:00,14
1/31/2020 00:00:00,14
2/1/2020 00:00:00,6
2/2/2020 00:00:00,12
2/3/2020 00:00:00,11
2/4/2020 00:00:00,12
2/5/2020 00:00:00,17
2/6/2020 00:00:00,16
2/7/2020 00:00:00,13
2/8/2020 00:00:00,11
2/9/2020 00:00:00,10
2/10/2020 00:00:00,7
2/11/2020 00:00:00,18
2/12/2020 00:00:00,29
2/13/2020 00:00:00,18
2/14/2020 00:00:00,18
2/15/2020 00:00:00,6
2/16/2020 00:00:00,12
2/17/2020 00:00:00,17
2/18/2020 00:00:00,15
2/19/2020 00:00:00,19
2/20/2020 00:00:00,18
2/21/2020 00:00:00,15
2/22/2020 00:00:00,9
2/23/2020 00:00:00,13
2/24/2020 00:00:00,7
2/25/2020 00:00:00,7
2/26/2020 00:00:00,9
2/27/2020 00:00:00,19
2/28/2020 00:00:00,12
2/29/2020 00:00:00,14
3/1/2020 00:00:00,16
3/2/2020 00:00:00,13
3/3/2020 00:00:00,19
3/4/2020 00:00:00,12
3/5/2020 00:00:00,9
3/6/2020 00:00:00,15
3/7/2020 00:00:00,10
3/8/2020 00:00:00,15
3/9/2020 00:00:00,16
3/10/2020 00:00:00,28
3/11/2020 00:00:00,11
3/12/2020 00:00:00,13
3/13/2020 00:00:00,9
3/14/2020 00:00:00,11
3/15/2020 00:00:00,6
3/16/2020 00:00:00,19
3/17/2020 00:00:00,14
3/18/2020 00:00:00,17
3/19/2020 00:00:00,10
3/20/2020 00:00:00,4
3/21/2020 00:00:00,6
3/22/2020 00:00:00,4
3/23/2020 00:00:00,16
3/24/2020 00:00:00,9
3/25/2020 00:00:00,5
3/26/2020 00:00:00,11
3/27/2020 00:00:00,16
3/28/2020 00:00:00,8
3/29/2020 00:00:00,6
3/30/2020 00:00:00,11
3/31/2020 00:00:00,9
4/1/2020 00:00:00,10
4/2/2020 00:00:00,7
4/3/2020 00:00:00,10
4/4/2020 00:00:00,9
4/5/2020 00:00:00,4
4/6/2020 00:00:00,9
4/7/2020 00:00:00,15
4/8/2020 00:00:00,16
4/9/2020 00:00:00,4
4/10/2020 00:00:00,7
4/11/2020 00:00:00,5
4/12/2020 00:00:00,3
4/13/2020 00:00:00,7
4/14/2020 00:00:00,5
4/15/2020 00:00:00,5
4/16/2020 00:00:00,5
4/17/2020 00:00:00,6
4/18/2020 00:00:00,10
4/19/2020 00:00:00,3
4/20/2020 00:00:00,6
4/21/2020 00:00:00,12
4/22/2020 00:00:00,17
4/23/2020 00:00:00,11
4/24/2020 00:00:00,8
4/25/2020 00:00:00,2
4/26/2020 00:00:00,4
4/27/2020 00:00:00,10
4/28/2020 00:00:00,11
4/29/2020 00:00:00,13
4/30/2020 00:00:00,19
5/1/2020 00:00:00,14
5/2/2020 00:00:00,9
5/3/2020 00:00:00,11
5/4/2020 00:00:00,11
5/5/2020 00:00:00,12
5/6/2020 00:00:00,10
5/7/2020 00:00:00,11
5/8/2020 00:00:00,10
5/9/2020 00:00:00,5
5/10/2020 00:00:00,10
5/11/2020 00:00:00,14
5/12/2020 00:00:00,13
5/13/2020 00:00:00,13
5/14/2020 00:00:00,13
5/15/2020 00:00:00,3
