Time (UTC),Plays
4/13/2020 00:00:00,307
4/14/2020 00:00:00,407
4/15/2020 00:00:00,143
4/16/2020 00:00:00,93
4/17/2020 00:00:00,86
4/18/2020 00:00:00,66
4/19/2020 00:00:00,51
4/20/2020 00:00:00,59
4/21/2020 00:00:00,37
4/22/2020 00:00:00,30
4/23/2020 00:00:00,45
4/24/2020 00:00:00,21
4/25/2020 00:00:00,28
4/26/2020 00:00:00,23
4/27/2020 00:00:00,30
4/28/2020 00:00:00,25
4/29/2020 00:00:00,15
4/30/2020 00:00:00,21
5/1/2020 00:00:00,17
5/2/2020 00:00:00,11
5/3/2020 00:00:00,10
5/4/2020 00:00:00,18
5/5/2020 00:00:00,21
5/6/2020 00:00:00,16
5/7/2020 00:00:00,18
5/8/2020 00:00:00,12
5/9/2020 00:00:00,10
5/10/2020 00:00:00,8
5/11/2020 00:00:00,11
5/12/2020 00:00:00,10
5/13/2020 00:00:00,12
5/14/2020 00:00:00,12
5/15/2020 00:00:00,6
