Time (UTC),Plays
7/30/2019 00:00:00,218
7/31/2019 00:00:00,482
8/1/2019 00:00:00,217
8/2/2019 00:00:00,112
8/3/2019 00:00:00,96
8/4/2019 00:00:00,72
8/5/2019 00:00:00,92
8/6/2019 00:00:00,87
8/7/2019 00:00:00,52
8/8/2019 00:00:00,75
8/9/2019 00:00:00,66
8/10/2019 00:00:00,30
8/11/2019 00:00:00,23
8/12/2019 00:00:00,42
8/13/2019 00:00:00,48
8/14/2019 00:00:00,33
8/15/2019 00:00:00,44
8/16/2019 00:00:00,37
8/17/2019 00:00:00,22
8/18/2019 00:00:00,20
8/19/2019 00:00:00,25
8/20/2019 00:00:00,33
8/21/2019 00:00:00,40
8/22/2019 00:00:00,33
8/23/2019 00:00:00,30
8/24/2019 00:00:00,25
8/25/2019 00:00:00,12
8/26/2019 00:00:00,46
8/27/2019 00:00:00,65
8/28/2019 00:00:00,29
8/29/2019 00:00:00,44
8/30/2019 00:00:00,21
8/31/2019 00:00:00,32
9/1/2019 00:00:00,20
9/2/2019 00:00:00,39
9/3/2019 00:00:00,29
9/4/2019 00:00:00,39
9/5/2019 00:00:00,37
9/6/2019 00:00:00,37
9/7/2019 00:00:00,22
9/8/2019 00:00:00,15
9/9/2019 00:00:00,23
9/10/2019 00:00:00,21
9/11/2019 00:00:00,28
9/12/2019 00:00:00,34
9/13/2019 00:00:00,24
9/14/2019 00:00:00,11
9/15/2019 00:00:00,10
9/16/2019 00:00:00,23
9/17/2019 00:00:00,23
9/18/2019 00:00:00,32
9/19/2019 00:00:00,31
9/20/2019 00:00:00,18
9/21/2019 00:00:00,11
9/22/2019 00:00:00,19
9/23/2019 00:00:00,19
9/24/2019 00:00:00,34
9/25/2019 00:00:00,12
9/26/2019 00:00:00,23
9/27/2019 00:00:00,15
9/28/2019 00:00:00,15
9/29/2019 00:00:00,20
9/30/2019 00:00:00,22
10/1/2019 00:00:00,25
10/2/2019 00:00:00,18
10/3/2019 00:00:00,14
10/4/2019 00:00:00,23
10/5/2019 00:00:00,15
10/6/2019 00:00:00,19
10/7/2019 00:00:00,38
10/8/2019 00:00:00,27
10/9/2019 00:00:00,32
10/10/2019 00:00:00,34
10/11/2019 00:00:00,22
10/12/2019 00:00:00,15
10/13/2019 00:00:00,12
10/14/2019 00:00:00,22
10/15/2019 00:00:00,17
10/16/2019 00:00:00,16
10/17/2019 00:00:00,19
10/18/2019 00:00:00,22
10/19/2019 00:00:00,18
10/20/2019 00:00:00,5
10/21/2019 00:00:00,26
10/22/2019 00:00:00,30
10/23/2019 00:00:00,28
10/24/2019 00:00:00,38
10/25/2019 00:00:00,26
10/26/2019 00:00:00,23
10/27/2019 00:00:00,20
10/28/2019 00:00:00,27
10/29/2019 00:00:00,26
10/30/2019 00:00:00,23
10/31/2019 00:00:00,21
11/1/2019 00:00:00,13
11/2/2019 00:00:00,14
11/3/2019 00:00:00,7
11/4/2019 00:00:00,38
11/5/2019 00:00:00,35
11/6/2019 00:00:00,18
11/7/2019 00:00:00,23
11/8/2019 00:00:00,19
11/9/2019 00:00:00,15
11/10/2019 00:00:00,10
11/11/2019 00:00:00,12
11/12/2019 00:00:00,14
11/13/2019 00:00:00,17
11/14/2019 00:00:00,31
11/15/2019 00:00:00,13
11/16/2019 00:00:00,11
11/17/2019 00:00:00,12
11/18/2019 00:00:00,25
11/19/2019 00:00:00,22
11/20/2019 00:00:00,14
11/21/2019 00:00:00,20
11/22/2019 00:00:00,11
11/23/2019 00:00:00,11
11/24/2019 00:00:00,8
11/25/2019 00:00:00,13
11/26/2019 00:00:00,12
11/27/2019 00:00:00,16
11/28/2019 00:00:00,22
11/29/2019 00:00:00,17
11/30/2019 00:00:00,9
12/1/2019 00:00:00,6
12/2/2019 00:00:00,12
12/3/2019 00:00:00,22
12/4/2019 00:00:00,9
12/5/2019 00:00:00,16
12/6/2019 00:00:00,11
12/7/2019 00:00:00,9
12/8/2019 00:00:00,7
12/9/2019 00:00:00,14
12/10/2019 00:00:00,12
12/11/2019 00:00:00,6
12/12/2019 00:00:00,8
12/13/2019 00:00:00,11
12/14/2019 00:00:00,5
12/15/2019 00:00:00,6
12/16/2019 00:00:00,10
12/17/2019 00:00:00,11
12/18/2019 00:00:00,11
12/19/2019 00:00:00,18
12/20/2019 00:00:00,8
12/21/2019 00:00:00,6
12/22/2019 00:00:00,8
12/23/2019 00:00:00,9
12/24/2019 00:00:00,8
12/25/2019 00:00:00,6
12/26/2019 00:00:00,8
12/27/2019 00:00:00,12
12/28/2019 00:00:00,5
12/29/2019 00:00:00,6
12/30/2019 00:00:00,4
12/31/2019 00:00:00,8
1/1/2020 00:00:00,4
1/2/2020 00:00:00,7
1/3/2020 00:00:00,13
1/4/2020 00:00:00,8
1/5/2020 00:00:00,13
1/6/2020 00:00:00,14
1/7/2020 00:00:00,8
1/8/2020 00:00:00,9
1/9/2020 00:00:00,9
1/10/2020 00:00:00,15
1/11/2020 00:00:00,4
1/12/2020 00:00:00,6
1/13/2020 00:00:00,3
1/14/2020 00:00:00,3
1/15/2020 00:00:00,5
1/16/2020 00:00:00,13
1/17/2020 00:00:00,11
1/18/2020 00:00:00,5
1/19/2020 00:00:00,13
1/20/2020 00:00:00,8
1/21/2020 00:00:00,15
1/22/2020 00:00:00,14
1/23/2020 00:00:00,10
1/24/2020 00:00:00,16
1/25/2020 00:00:00,9
1/26/2020 00:00:00,13
1/27/2020 00:00:00,12
1/28/2020 00:00:00,4
1/29/2020 00:00:00,8
1/30/2020 00:00:00,14
1/31/2020 00:00:00,12
2/1/2020 00:00:00,13
2/2/2020 00:00:00,14
2/3/2020 00:00:00,18
2/4/2020 00:00:00,10
2/5/2020 00:00:00,18
2/6/2020 00:00:00,10
2/7/2020 00:00:00,10
2/8/2020 00:00:00,8
2/9/2020 00:00:00,18
2/10/2020 00:00:00,11
2/11/2020 00:00:00,13
2/12/2020 00:00:00,16
2/13/2020 00:00:00,24
2/14/2020 00:00:00,18
2/15/2020 00:00:00,9
2/16/2020 00:00:00,6
2/17/2020 00:00:00,17
2/18/2020 00:00:00,18
2/19/2020 00:00:00,8
2/20/2020 00:00:00,11
2/21/2020 00:00:00,14
2/22/2020 00:00:00,11
2/23/2020 00:00:00,9
2/24/2020 00:00:00,11
2/25/2020 00:00:00,6
2/26/2020 00:00:00,17
2/27/2020 00:00:00,18
2/28/2020 00:00:00,8
2/29/2020 00:00:00,10
3/1/2020 00:00:00,11
3/2/2020 00:00:00,16
3/3/2020 00:00:00,14
3/4/2020 00:00:00,17
3/5/2020 00:00:00,6
3/6/2020 00:00:00,19
3/7/2020 00:00:00,17
3/8/2020 00:00:00,14
3/9/2020 00:00:00,17
3/10/2020 00:00:00,8
3/11/2020 00:00:00,6
3/12/2020 00:00:00,18
3/13/2020 00:00:00,18
3/14/2020 00:00:00,11
3/15/2020 00:00:00,4
3/16/2020 00:00:00,12
3/17/2020 00:00:00,8
3/18/2020 00:00:00,15
3/19/2020 00:00:00,4
3/20/2020 00:00:00,9
3/21/2020 00:00:00,11
3/22/2020 00:00:00,2
3/23/2020 00:00:00,7
3/24/2020 00:00:00,6
3/25/2020 00:00:00,10
3/26/2020 00:00:00,6
3/27/2020 00:00:00,8
3/28/2020 00:00:00,7
3/29/2020 00:00:00,6
3/30/2020 00:00:00,6
3/31/2020 00:00:00,4
4/1/2020 00:00:00,8
4/2/2020 00:00:00,7
4/3/2020 00:00:00,7
4/4/2020 00:00:00,5
4/5/2020 00:00:00,6
4/6/2020 00:00:00,8
4/7/2020 00:00:00,8
4/8/2020 00:00:00,3
4/9/2020 00:00:00,8
4/10/2020 00:00:00,6
4/11/2020 00:00:00,5
4/12/2020 00:00:00,1
4/13/2020 00:00:00,9
4/14/2020 00:00:00,7
4/15/2020 00:00:00,5
4/16/2020 00:00:00,14
4/17/2020 00:00:00,7
4/18/2020 00:00:00,4
4/19/2020 00:00:00,5
4/20/2020 00:00:00,8
4/21/2020 00:00:00,9
4/22/2020 00:00:00,14
4/23/2020 00:00:00,8
4/24/2020 00:00:00,9
4/25/2020 00:00:00,3
4/26/2020 00:00:00,9
4/27/2020 00:00:00,6
4/28/2020 00:00:00,9
4/29/2020 00:00:00,10
4/30/2020 00:00:00,4
5/1/2020 00:00:00,3
5/2/2020 00:00:00,9
5/3/2020 00:00:00,5
5/4/2020 00:00:00,3
5/5/2020 00:00:00,9
5/6/2020 00:00:00,4
5/7/2020 00:00:00,8
5/8/2020 00:00:00,5
5/9/2020 00:00:00,1
5/10/2020 00:00:00,3
5/11/2020 00:00:00,3
5/12/2020 00:00:00,6
5/13/2020 00:00:00,7
5/14/2020 00:00:00,14
5/15/2020 00:00:00,2
