Time (UTC),Plays
4/6/2020 00:00:00,152
4/7/2020 00:00:00,476
4/8/2020 00:00:00,200
4/9/2020 00:00:00,134
4/10/2020 00:00:00,78
4/11/2020 00:00:00,61
4/12/2020 00:00:00,49
4/13/2020 00:00:00,67
4/14/2020 00:00:00,47
4/15/2020 00:00:00,46
4/16/2020 00:00:00,28
4/17/2020 00:00:00,31
4/18/2020 00:00:00,36
4/19/2020 00:00:00,30
4/20/2020 00:00:00,28
4/21/2020 00:00:00,29
4/22/2020 00:00:00,19
4/23/2020 00:00:00,19
4/24/2020 00:00:00,17
4/25/2020 00:00:00,19
4/26/2020 00:00:00,14
4/27/2020 00:00:00,33
4/28/2020 00:00:00,21
4/29/2020 00:00:00,11
4/30/2020 00:00:00,21
5/1/2020 00:00:00,17
5/2/2020 00:00:00,10
5/3/2020 00:00:00,15
5/4/2020 00:00:00,19
5/5/2020 00:00:00,19
5/6/2020 00:00:00,17
5/7/2020 00:00:00,12
5/8/2020 00:00:00,8
5/9/2020 00:00:00,9
5/10/2020 00:00:00,7
5/11/2020 00:00:00,16
5/12/2020 00:00:00,9
5/13/2020 00:00:00,17
5/14/2020 00:00:00,20
5/15/2020 00:00:00,5
