Time (UTC),Plays
12/31/2019 00:00:00,479
1/1/2020 00:00:00,170
1/2/2020 00:00:00,298
1/3/2020 00:00:00,251
1/4/2020 00:00:00,145
1/5/2020 00:00:00,111
1/6/2020 00:00:00,151
1/7/2020 00:00:00,182
1/8/2020 00:00:00,148
1/9/2020 00:00:00,140
1/10/2020 00:00:00,98
1/11/2020 00:00:00,65
1/12/2020 00:00:00,70
1/13/2020 00:00:00,90
1/14/2020 00:00:00,100
1/15/2020 00:00:00,123
1/16/2020 00:00:00,113
1/17/2020 00:00:00,85
1/18/2020 00:00:00,67
1/19/2020 00:00:00,46
1/20/2020 00:00:00,70
1/21/2020 00:00:00,72
1/22/2020 00:00:00,87
1/23/2020 00:00:00,81
1/24/2020 00:00:00,92
1/25/2020 00:00:00,63
1/26/2020 00:00:00,70
1/27/2020 00:00:00,101
1/28/2020 00:00:00,111
1/29/2020 00:00:00,88
1/30/2020 00:00:00,74
1/31/2020 00:00:00,80
2/1/2020 00:00:00,61
2/2/2020 00:00:00,42
2/3/2020 00:00:00,78
2/4/2020 00:00:00,82
2/5/2020 00:00:00,96
2/6/2020 00:00:00,97
2/7/2020 00:00:00,67
2/8/2020 00:00:00,72
2/9/2020 00:00:00,44
2/10/2020 00:00:00,65
2/11/2020 00:00:00,64
2/12/2020 00:00:00,51
2/13/2020 00:00:00,40
2/14/2020 00:00:00,51
2/15/2020 00:00:00,27
2/16/2020 00:00:00,27
2/17/2020 00:00:00,45
2/18/2020 00:00:00,61
2/19/2020 00:00:00,52
2/20/2020 00:00:00,52
2/21/2020 00:00:00,56
2/22/2020 00:00:00,31
2/23/2020 00:00:00,26
2/24/2020 00:00:00,24
2/25/2020 00:00:00,29
2/26/2020 00:00:00,40
2/27/2020 00:00:00,43
2/28/2020 00:00:00,60
2/29/2020 00:00:00,21
3/1/2020 00:00:00,25
3/2/2020 00:00:00,41
3/3/2020 00:00:00,45
3/4/2020 00:00:00,62
3/5/2020 00:00:00,39
3/6/2020 00:00:00,35
3/7/2020 00:00:00,30
3/8/2020 00:00:00,30
3/9/2020 00:00:00,34
3/10/2020 00:00:00,56
3/11/2020 00:00:00,50
3/12/2020 00:00:00,26
3/13/2020 00:00:00,37
3/14/2020 00:00:00,17
3/15/2020 00:00:00,17
3/16/2020 00:00:00,25
3/17/2020 00:00:00,27
3/18/2020 00:00:00,20
3/19/2020 00:00:00,19
3/20/2020 00:00:00,17
3/21/2020 00:00:00,32
3/22/2020 00:00:00,23
3/23/2020 00:00:00,21
3/24/2020 00:00:00,28
3/25/2020 00:00:00,17
3/26/2020 00:00:00,17
3/27/2020 00:00:00,15
3/28/2020 00:00:00,15
3/29/2020 00:00:00,12
3/30/2020 00:00:00,14
3/31/2020 00:00:00,13
4/1/2020 00:00:00,19
4/2/2020 00:00:00,18
4/3/2020 00:00:00,18
4/4/2020 00:00:00,16
4/5/2020 00:00:00,12
4/6/2020 00:00:00,11
4/7/2020 00:00:00,15
4/8/2020 00:00:00,15
4/9/2020 00:00:00,11
4/10/2020 00:00:00,10
4/11/2020 00:00:00,7
4/12/2020 00:00:00,4
4/13/2020 00:00:00,15
4/14/2020 00:00:00,11
4/15/2020 00:00:00,11
4/16/2020 00:00:00,18
4/17/2020 00:00:00,6
4/18/2020 00:00:00,9
4/19/2020 00:00:00,9
4/20/2020 00:00:00,12
4/21/2020 00:00:00,10
4/22/2020 00:00:00,9
4/23/2020 00:00:00,18
4/24/2020 00:00:00,11
4/25/2020 00:00:00,6
4/26/2020 00:00:00,6
4/27/2020 00:00:00,18
4/28/2020 00:00:00,18
4/29/2020 00:00:00,22
4/30/2020 00:00:00,19
5/1/2020 00:00:00,9
5/2/2020 00:00:00,19
5/3/2020 00:00:00,10
5/4/2020 00:00:00,17
5/5/2020 00:00:00,14
5/6/2020 00:00:00,15
5/7/2020 00:00:00,14
5/8/2020 00:00:00,5
5/9/2020 00:00:00,11
5/10/2020 00:00:00,10
5/11/2020 00:00:00,19
5/12/2020 00:00:00,15
5/13/2020 00:00:00,18
5/14/2020 00:00:00,12
5/15/2020 00:00:00,4
