Time (UTC),Plays
3/11/2019 00:00:00,25
3/12/2019 00:00:00,191
3/13/2019 00:00:00,69
3/14/2019 00:00:00,58
3/15/2019 00:00:00,41
3/16/2019 00:00:00,39
3/17/2019 00:00:00,19
3/18/2019 00:00:00,24
3/19/2019 00:00:00,30
3/20/2019 00:00:00,26
3/21/2019 00:00:00,30
3/22/2019 00:00:00,14
3/23/2019 00:00:00,25
3/24/2019 00:00:00,32
3/25/2019 00:00:00,20
3/26/2019 00:00:00,19
3/27/2019 00:00:00,9
3/28/2019 00:00:00,16
3/29/2019 00:00:00,9
3/30/2019 00:00:00,4
3/31/2019 00:00:00,4
4/1/2019 00:00:00,11
4/2/2019 00:00:00,11
4/3/2019 00:00:00,19
4/4/2019 00:00:00,10
4/5/2019 00:00:00,9
4/6/2019 00:00:00,7
4/7/2019 00:00:00,6
4/8/2019 00:00:00,12
4/9/2019 00:00:00,11
4/10/2019 00:00:00,10
4/11/2019 00:00:00,10
4/12/2019 00:00:00,8
4/13/2019 00:00:00,7
4/14/2019 00:00:00,5
4/15/2019 00:00:00,7
4/16/2019 00:00:00,9
4/17/2019 00:00:00,17
4/18/2019 00:00:00,11
4/19/2019 00:00:00,6
4/20/2019 00:00:00,6
4/21/2019 00:00:00,6
4/22/2019 00:00:00,9
4/23/2019 00:00:00,20
4/24/2019 00:00:00,14
4/25/2019 00:00:00,10
4/26/2019 00:00:00,8
4/27/2019 00:00:00,15
4/28/2019 00:00:00,5
4/29/2019 00:00:00,9
4/30/2019 00:00:00,4
5/1/2019 00:00:00,7
5/2/2019 00:00:00,2
5/3/2019 00:00:00,9
5/4/2019 00:00:00,2
5/5/2019 00:00:00,7
5/6/2019 00:00:00,4
5/7/2019 00:00:00,5
5/8/2019 00:00:00,7
5/9/2019 00:00:00,3
5/10/2019 00:00:00,10
5/11/2019 00:00:00,3
5/12/2019 00:00:00,3
5/13/2019 00:00:00,9
5/14/2019 00:00:00,9
5/15/2019 00:00:00,9
5/16/2019 00:00:00,8
5/17/2019 00:00:00,11
5/18/2019 00:00:00,6
5/19/2019 00:00:00,2
5/20/2019 00:00:00,10
5/21/2019 00:00:00,6
5/22/2019 00:00:00,7
5/23/2019 00:00:00,8
5/24/2019 00:00:00,3
5/25/2019 00:00:00,10
5/26/2019 00:00:00,17
5/27/2019 00:00:00,24
5/28/2019 00:00:00,22
5/29/2019 00:00:00,19
5/30/2019 00:00:00,18
5/31/2019 00:00:00,19
6/1/2019 00:00:00,8
6/2/2019 00:00:00,11
6/3/2019 00:00:00,23
6/4/2019 00:00:00,26
6/5/2019 00:00:00,23
6/6/2019 00:00:00,32
6/7/2019 00:00:00,27
6/8/2019 00:00:00,16
6/9/2019 00:00:00,8
6/10/2019 00:00:00,8
6/11/2019 00:00:00,19
6/12/2019 00:00:00,11
6/13/2019 00:00:00,14
6/14/2019 00:00:00,22
6/15/2019 00:00:00,12
6/16/2019 00:00:00,4
6/17/2019 00:00:00,12
6/18/2019 00:00:00,12
6/19/2019 00:00:00,14
6/20/2019 00:00:00,4
6/21/2019 00:00:00,9
6/22/2019 00:00:00,7
6/23/2019 00:00:00,3
6/24/2019 00:00:00,21
6/25/2019 00:00:00,11
6/26/2019 00:00:00,6
6/27/2019 00:00:00,7
6/28/2019 00:00:00,11
6/29/2019 00:00:00,15
6/30/2019 00:00:00,9
7/1/2019 00:00:00,10
7/2/2019 00:00:00,8
7/3/2019 00:00:00,13
7/4/2019 00:00:00,27
7/5/2019 00:00:00,13
7/6/2019 00:00:00,2
7/7/2019 00:00:00,10
7/8/2019 00:00:00,8
7/9/2019 00:00:00,10
7/10/2019 00:00:00,22
7/11/2019 00:00:00,17
7/12/2019 00:00:00,8
7/13/2019 00:00:00,8
7/14/2019 00:00:00,3
7/15/2019 00:00:00,11
7/16/2019 00:00:00,15
7/17/2019 00:00:00,12
7/18/2019 00:00:00,8
7/19/2019 00:00:00,15
7/20/2019 00:00:00,5
7/21/2019 00:00:00,5
7/22/2019 00:00:00,8
7/23/2019 00:00:00,15
7/24/2019 00:00:00,13
7/25/2019 00:00:00,16
7/26/2019 00:00:00,5
7/27/2019 00:00:00,9
7/28/2019 00:00:00,8
7/29/2019 00:00:00,11
7/30/2019 00:00:00,13
7/31/2019 00:00:00,21
8/1/2019 00:00:00,14
8/2/2019 00:00:00,13
8/3/2019 00:00:00,10
8/4/2019 00:00:00,11
8/5/2019 00:00:00,14
8/6/2019 00:00:00,21
8/7/2019 00:00:00,15
8/8/2019 00:00:00,13
8/9/2019 00:00:00,17
8/10/2019 00:00:00,9
8/11/2019 00:00:00,6
8/12/2019 00:00:00,21
8/13/2019 00:00:00,20
8/14/2019 00:00:00,11
8/15/2019 00:00:00,15
8/16/2019 00:00:00,21
8/17/2019 00:00:00,9
8/18/2019 00:00:00,8
8/19/2019 00:00:00,12
8/20/2019 00:00:00,14
8/21/2019 00:00:00,13
8/22/2019 00:00:00,16
8/23/2019 00:00:00,20
8/24/2019 00:00:00,12
8/25/2019 00:00:00,8
8/26/2019 00:00:00,20
8/27/2019 00:00:00,13
8/28/2019 00:00:00,19
8/29/2019 00:00:00,17
8/30/2019 00:00:00,13
8/31/2019 00:00:00,9
9/1/2019 00:00:00,4
9/2/2019 00:00:00,20
9/3/2019 00:00:00,13
9/4/2019 00:00:00,23
9/5/2019 00:00:00,13
9/6/2019 00:00:00,16
9/7/2019 00:00:00,5
9/8/2019 00:00:00,10
9/9/2019 00:00:00,16
9/10/2019 00:00:00,25
9/11/2019 00:00:00,21
9/12/2019 00:00:00,13
9/13/2019 00:00:00,14
9/14/2019 00:00:00,5
9/15/2019 00:00:00,9
9/16/2019 00:00:00,15
9/17/2019 00:00:00,14
9/18/2019 00:00:00,23
9/19/2019 00:00:00,13
9/20/2019 00:00:00,18
9/21/2019 00:00:00,15
9/22/2019 00:00:00,10
9/23/2019 00:00:00,15
9/24/2019 00:00:00,17
9/25/2019 00:00:00,15
9/26/2019 00:00:00,24
9/27/2019 00:00:00,15
9/28/2019 00:00:00,5
9/29/2019 00:00:00,10
9/30/2019 00:00:00,13
10/1/2019 00:00:00,15
10/2/2019 00:00:00,12
10/3/2019 00:00:00,19
10/4/2019 00:00:00,22
10/5/2019 00:00:00,7
10/6/2019 00:00:00,10
10/7/2019 00:00:00,13
10/8/2019 00:00:00,22
10/9/2019 00:00:00,11
10/10/2019 00:00:00,20
10/11/2019 00:00:00,13
10/12/2019 00:00:00,11
10/13/2019 00:00:00,7
10/14/2019 00:00:00,12
10/15/2019 00:00:00,12
10/16/2019 00:00:00,17
10/17/2019 00:00:00,24
10/18/2019 00:00:00,9
10/19/2019 00:00:00,9
10/20/2019 00:00:00,9
10/21/2019 00:00:00,13
10/22/2019 00:00:00,16
10/23/2019 00:00:00,22
10/24/2019 00:00:00,22
10/25/2019 00:00:00,16
10/26/2019 00:00:00,8
10/27/2019 00:00:00,12
10/28/2019 00:00:00,13
10/29/2019 00:00:00,16
10/30/2019 00:00:00,21
10/31/2019 00:00:00,17
11/1/2019 00:00:00,15
11/2/2019 00:00:00,5
11/3/2019 00:00:00,12
11/4/2019 00:00:00,16
11/5/2019 00:00:00,22
11/6/2019 00:00:00,15
11/7/2019 00:00:00,23
11/8/2019 00:00:00,20
11/9/2019 00:00:00,20
11/10/2019 00:00:00,9
11/11/2019 00:00:00,15
11/12/2019 00:00:00,14
11/13/2019 00:00:00,29
11/14/2019 00:00:00,22
11/15/2019 00:00:00,7
11/16/2019 00:00:00,10
11/17/2019 00:00:00,3
11/18/2019 00:00:00,19
11/19/2019 00:00:00,11
11/20/2019 00:00:00,12
11/21/2019 00:00:00,19
11/22/2019 00:00:00,12
11/23/2019 00:00:00,10
