Time (UTC),Plays
2/24/2020 00:00:00,387
2/25/2020 00:00:00,350
2/26/2020 00:00:00,216
2/27/2020 00:00:00,243
2/28/2020 00:00:00,180
2/29/2020 00:00:00,85
3/1/2020 00:00:00,90
3/2/2020 00:00:00,101
3/3/2020 00:00:00,82
3/4/2020 00:00:00,73
3/5/2020 00:00:00,62
3/6/2020 00:00:00,61
3/7/2020 00:00:00,44
3/8/2020 00:00:00,38
3/9/2020 00:00:00,61
3/10/2020 00:00:00,39
3/11/2020 00:00:00,46
3/12/2020 00:00:00,29
3/13/2020 00:00:00,43
3/14/2020 00:00:00,26
3/15/2020 00:00:00,21
3/16/2020 00:00:00,27
3/17/2020 00:00:00,25
3/18/2020 00:00:00,24
3/19/2020 00:00:00,20
3/20/2020 00:00:00,18
3/21/2020 00:00:00,22
3/22/2020 00:00:00,15
3/23/2020 00:00:00,17
3/24/2020 00:00:00,17
3/25/2020 00:00:00,20
3/26/2020 00:00:00,19
3/27/2020 00:00:00,16
3/28/2020 00:00:00,15
3/29/2020 00:00:00,9
3/30/2020 00:00:00,11
3/31/2020 00:00:00,8
4/1/2020 00:00:00,8
4/2/2020 00:00:00,10
4/3/2020 00:00:00,17
4/4/2020 00:00:00,13
4/5/2020 00:00:00,14
4/6/2020 00:00:00,9
4/7/2020 00:00:00,7
4/8/2020 00:00:00,16
4/9/2020 00:00:00,6
4/10/2020 00:00:00,7
4/11/2020 00:00:00,11
4/12/2020 00:00:00,3
4/13/2020 00:00:00,7
4/14/2020 00:00:00,13
4/15/2020 00:00:00,6
4/16/2020 00:00:00,8
4/17/2020 00:00:00,5
4/18/2020 00:00:00,8
4/19/2020 00:00:00,3
4/20/2020 00:00:00,8
4/21/2020 00:00:00,12
4/22/2020 00:00:00,14
4/23/2020 00:00:00,2
4/24/2020 00:00:00,9
4/25/2020 00:00:00,8
4/26/2020 00:00:00,6
4/27/2020 00:00:00,8
4/28/2020 00:00:00,15
4/29/2020 00:00:00,12
4/30/2020 00:00:00,12
5/1/2020 00:00:00,9
5/2/2020 00:00:00,8
5/3/2020 00:00:00,7
5/4/2020 00:00:00,15
5/5/2020 00:00:00,6
5/6/2020 00:00:00,1
5/7/2020 00:00:00,8
5/8/2020 00:00:00,9
5/9/2020 00:00:00,4
5/10/2020 00:00:00,1
5/11/2020 00:00:00,11
5/12/2020 00:00:00,6
5/13/2020 00:00:00,18
5/14/2020 00:00:00,6
5/15/2020 00:00:00,3
